employee_id,department,job_role,education,marital_status,location,age,gender,hire_date,tenure_days,monthly_salary,commute_miles,work_life_balance,job_satisfaction,num_companies_worked,promotions,overtime,training_hours,is_attrited
EMP_0166,Finance,Accountant,High School,Married,Chicago,25,Male,2020-07-30,1616,7915.83,6.3,3,2,6,2,1,36,0
EMP_0167,Sales,Director,Bachelor,Divorced,Austin,39,Female,2021-08-13,1237,13345.33,10.3,2,4,1,1,0,36,0
EMP_0168,Engineering,Junior Dev,Bachelor,Single,Seattle,44,Male,2019-04-27,2076,5601.08,13.3,2,1,5,1,1,67,0
EMP_0169,Marketing,Coordinator,Bachelor,Single,Chicago,34,Female,2020-12-26,1467,4716.42,16.3,3,4,2,2,0,84,1
EMP_0170,IT,Manager,Master,Married,Remote,40,Male,2018-02-14,2513,11196.0,5.4,3,4,6,2,1,19,0
EMP_0171,Engineering,Senior Dev,High School,Divorced,Chicago,40,Male,2022-04-21,986,8451.25,20.9,3,3,2,1,0,22,1
EMP_0172,Product,Senior PM,Bachelor,Married,San Francisco,38,Female,2015-03-23,3572,8308.92,10.2,3,4,7,2,1,80,0
EMP_0173,Engineering,Junior Dev,Bachelor,Single,Remote,24,Male,2017-11-02,2617,5899.58,3.5,3,4,2,4,0,79,0
EMP_0174,HR,Generalist,Bachelor,Married,Remote,51,Male,2015-01-19,3635,5093.25,53.3,4,3,6,0,1,24,1
EMP_0175,Finance,Analyst,High School,Single,Seattle,30,Female,2016-06-30,3107,6569.0,1.9,1,2,6,2,0,71,0
EMP_0176,Marketing,Specialist,Master,Divorced,San Francisco,40,Male,2019-04-01,2102,6747.92,2.2,2,2,4,1,0,12,0
EMP_0177,IT,Engineer,Associate,Divorced,Chicago,29,Male,2016-09-23,3022,8602.42,24.7,1,3,5,3,0,18,0
EMP_0178,Engineering,Junior Dev,Associate,Divorced,Remote,31,Female,2019-01-19,2174,5039.75,11.1,2,2,2,5,1,81,0
EMP_0179,HR,BP,Associate,Divorced,San Francisco,32,Male,2019-01-04,2189,6375.42,8.2,2,2,6,1,1,40,0
EMP_0180,Operations,Coordinator,Master,Single,Austin,32,Female,2019-07-01,2011,4858.33,19.5,4,4,4,4,1,16,0
EMP_0181,Sales,Sales Manager,Bachelor,Married,Chicago,46,Female,2017-06-24,2748,9126.0,3.9,3,1,5,5,1,11,0
EMP_0182,Finance,Accountant,Associate,Married,Austin,62,Male,2019-02-28,2134,5899.92,5.6,4,1,4,2,0,1,0
EMP_0183,IT,Support,Bachelor,Married,Remote,54,Female,2020-02-22,1775,4681.17,4.5,4,4,7,0,1,69,1
EMP_0184,HR,Director,Bachelor,Married,Remote,22,Female,2015-08-23,3419,15232.5,1.6,2,2,2,3,1,1,0
EMP_0185,Operations,Coordinator,Associate,Married,New York,24,Male,2020-08-26,1589,6288.58,4.1,1,3,1,3,1,46,0
EMP_0186,Engineering,Architect,Associate,Divorced,Remote,63,Female,2022-08-24,861,11301.08,4.1,4,4,5,0,1,6,0
EMP_0187,HR,Coordinator,Bachelor,Single,Chicago,57,Male,2022-04-24,983,5770.0,8.9,4,1,7,1,0,3,1
EMP_0188,IT,Engineer,Master,Divorced,San Francisco,49,Male,2018-02-21,2506,8860.08,1.6,2,4,1,3,0,21,0
EMP_0189,Engineering,Junior Dev,Associate,Single,San Francisco,47,Female,2021-12-29,1099,5088.5,2.6,1,4,4,1,0,48,0
EMP_0190,Product,Director,Bachelor,Married,New York,52,Female,2022-10-12,812,13744.25,1.1,4,1,3,0,0,37,0
EMP_0191,Marketing,Specialist,Associate,Married,Seattle,26,Female,2022-03-30,1008,6955.5,8.9,2,1,7,0,0,92,1
EMP_0192,IT,Manager,Master,Married,New York,32,Female,2019-03-27,2107,10263.33,11.8,1,4,4,5,0,18,0
EMP_0193,Product,Senior PM,Associate,Single,Remote,25,Female,2017-03-07,2857,9963.5,29.8,3,3,5,6,0,80,1
EMP_0194,Marketing,Director,Bachelor,Married,Remote,30,Female,2019-06-25,2017,15294.58,9.0,3,3,5,1,1,71,0
EMP_0195,IT,Engineer,Bachelor,Single,Seattle,24,Female,2018-04-11,2457,7527.67,4.4,4,3,3,4,0,93,1
EMP_0196,Marketing,Manager,PhD,Married,Remote,38,Female,2015-04-26,3538,10238.42,9.5,2,4,1,3,0,74,0
EMP_0197,Engineering,Junior Dev,Associate,Divorced,Remote,55,Female,2020-05-14,1693,5856.08,9.7,3,4,3,1,1,59,1
EMP_0198,Product,Senior PM,Master,Married,Seattle,42,Female,2022-10-09,815,8426.08,7.9,4,1,5,0,0,45,1
EMP_0199,HR,Generalist,High School,Single,Chicago,58,Male,2018-10-22,2263,6580.67,19.1,1,4,2,4,0,22,0
EMP_0200,Finance,Analyst,Bachelor,Married,New York,27,Male,2019-08-01,1980,5484.75,3.3,1,1,4,1,1,91,0
EMP_0201,HR,Generalist,Master,Married,New York,26,Female,2020-01-24,1804,5342.5,4.9,1,4,3,1,0,46,0
EMP_0202,Operations,Director,PhD,Married,Seattle,42,Male,2015-09-29,3382,13279.5,8.9,2,4,3,3,0,16,0
EMP_0203,HR,Director,Bachelor,Married,Seattle,58,Male,2020-01-31,1797,17532.25,2.9,1,1,7,5,1,56,0
EMP_0204,Engineering,Senior Dev,Master,Single,Seattle,27,Male,2018-08-24,2322,7289.58,2.3,1,4,7,2,0,99,0
EMP_0205,IT,Manager,Master,Married,Chicago,64,Female,2021-12-10,1118,12088.92,10.6,2,1,7,0,1,82,0
EMP_0206,Operations,Coordinator,Bachelor,Married,Seattle,22,Male,2016-01-25,3264,4516.58,33.6,2,3,3,3,0,22,1
EMP_0207,Sales,Director,Master,Married,Remote,24,Female,2016-08-17,3059,16988.92,3.8,4,4,1,3,0,96,0
EMP_0208,Finance,Analyst,Master,Married,Chicago,54,Male,2015-01-19,3635,6736.83,1.7,2,3,7,5,1,19,0
EMP_0209,Finance,CFO,Bachelor,Married,New York,29,Male,2019-08-20,1961,26868.67,2.1,2,1,4,3,0,75,0
EMP_0210,Product,Senior PM,Bachelor,Married,Chicago,37,Female,2022-03-18,1020,9186.5,2.6,3,3,3,0,1,90,0
EMP_0211,Engineering,Senior Dev,Bachelor,Married,Chicago,23,Male,2022-10-20,804,9236.42,5.7,3,2,1,1,0,99,1
EMP_0212,Marketing,Director,High School,Single,Chicago,47,Male,2017-03-31,2833,19126.92,14.3,4,1,3,3,0,44,0
EMP_0213,HR,BP,Bachelor,Married,New York,31,Male,2020-09-24,1560,7011.25,12.2,4,2,1,2,1,84,0
EMP_0214,Product,Associate PM,Bachelor,Single,Seattle,30,Male,2023-02-10,691,5576.25,10.5,1,1,2,1,1,22,1
EMP_0215,Product,Director,Master,Single,New York,26,Male,2017-03-12,2852,13172.0,7.1,3,2,2,3,1,18,0
EMP_0216,HR,BP,Bachelor,Married,Chicago,31,Male,2017-10-11,2639,8865.42,8.4,3,2,2,2,0,59,0
EMP_0217,HR,Coordinator,Master,Married,Chicago,42,Male,2015-12-29,3291,5685.33,18.9,4,4,2,3,0,10,0
EMP_0218,Sales,SDR,Associate,Married,Seattle,64,Male,2017-04-02,2831,5366.25,1.1,1,1,6,1,0,73,0
EMP_0219,HR,Coordinator,Master,Married,Austin,40,Male,2015-03-10,3585,4267.92,26.8,3,4,2,5,1,95,0
EMP_0220,Finance,CFO,Bachelor,Married,San Francisco,60,Male,2023-01-07,725,18669.83,6.0,3,1,3,0,0,4,0
EMP_0221,Sales,Sales Manager,Master,Divorced,Chicago,51,Male,2022-08-05,880,9831.67,7.1,3,1,6,0,0,44,0
EMP_0222,Engineering,Tech Lead,High School,Married,Remote,39,Male,2017-01-27,2896,9615.58,1.2,3,4,2,3,0,27,0
EMP_0223,Marketing,Specialist,Associate,Single,Chicago,36,Female,2019-08-15,1966,6576.08,9.1,3,1,6,4,0,12,0
EMP_0224,Operations,Coordinator,Bachelor,Married,Seattle,50,Male,2017-05-05,2798,5807.08,3.3,1,2,1,7,1,31,0
EMP_0225,Sales,Director,Master,Married,New York,22,Male,2019-06-10,2032,18442.42,7.6,3,2,1,3,0,10,0
EMP_0226,Finance,Accountant,Bachelor,Married,Chicago,23,Male,2022-01-25,1072,6660.42,3.0,4,4,7,0,0,44,0
EMP_0227,Sales,AE,Bachelor,Divorced,Austin,50,Female,2021-06-28,1283,6327.0,5.3,4,4,3,1,0,74,1
EMP_0228,Sales,Sales Manager,Master,Single,Chicago,23,Female,2022-02-21,1045,10179.58,11.0,2,1,7,0,0,72,1
EMP_0229,Sales,AE,Master,Married,San Francisco,38,Male,2018-05-19,2419,7528.08,14.6,3,4,1,2,0,94,0
EMP_0230,Marketing,Coordinator,Bachelor,Divorced,Seattle,43,Female,2022-12-01,762,5316.25,13.6,2,4,3,0,0,1,0
EMP_0231,Operations,Supervisor,Master,Married,New York,47,Female,2021-09-09,1210,7435.58,7.0,2,4,1,0,1,66,0
EMP_0232,Operations,Manager,Bachelor,Single,Seattle,53,Male,2017-07-11,2731,11178.83,4.1,3,1,7,6,0,36,0
EMP_0233,Product,PM,High School,Divorced,Chicago,36,Female,2020-01-12,1816,10542.33,4.9,4,2,3,3,0,7,0
EMP_0234,Marketing,Coordinator,Bachelor,Single,Chicago,41,Female,2017-08-14,2697,5933.33,17.4,2,3,5,3,1,74,0
EMP_0235,Marketing,Coordinator,Master,Married,Austin,56,Male,2021-11-14,1144,6312.33,13.2,4,4,7,2,0,84,0
EMP_0236,Finance,Accountant,Bachelor,Single,Seattle,40,Male,2020-10-22,1532,5701.83,9.6,4,3,7,3,0,50,0
EMP_0237,Finance,CFO,Bachelor,Divorced,San Francisco,41,Female,2017-11-03,2616,18208.42,7.1,2,3,7,3,0,58,0
EMP_0238,Product,Associate PM,Bachelor,Single,Chicago,22,Female,2021-02-18,1413,4653.5,13.2,2,2,7,2,1,32,1
EMP_0239,Product,Senior PM,Bachelor,Married,Remote,41,Female,2022-05-14,963,9005.67,31.7,1,1,2,1,1,25,1
EMP_0240,Marketing,Director,High School,Married,Austin,29,Male,2017-07-14,2728,18930.75,10.6,3,4,6,4,1,87,0
EMP_0241,IT,Engineer,Associate,Single,Seattle,63,Female,2022-05-02,975,9404.5,29.3,1,2,6,0,0,11,1
EMP_0242,Engineering,Junior Dev,Master,Divorced,Chicago,32,Female,2017-12-30,2559,4330.58,3.6,4,2,6,1,0,83,0
EMP_0243,Marketing,Coordinator,Master,Divorced,Austin,44,Female,2015-04-20,3544,5668.75,3.5,4,4,2,3,0,85,0
EMP_0244,HR,BP,Master,Single,Remote,23,Female,2015-01-11,3643,8276.5,17.3,1,4,6,3,0,86,0
EMP_0245,Engineering,Junior Dev,Bachelor,Single,New York,63,Male,2015-08-14,3428,4841.33,13.9,4,2,3,3,0,12,0
EMP_0246,Engineering,Architect,Master,Married,Chicago,42,Male,2019-10-10,1910,14315.25,9.2,2,3,4,2,0,67,0
EMP_0247,Marketing,Coordinator,Bachelor,Divorced,Seattle,38,Female,2018-11-14,2240,5527.33,9.7,2,2,7,4,0,91,1
EMP_0248,Finance,Accountant,Master,Married,Remote,55,Female,2022-04-09,998,7920.0,36.0,4,2,1,1,1,58,1
EMP_0249,HR,Coordinator,Master,Married,Seattle,46,Male,2021-05-23,1319,4740.92,21.7,3,3,6,3,0,80,0
EMP_0250,Operations,Director,Bachelor,Married,New York,45,Male,2020-07-26,1620,19152.33,29.9,4,4,3,2,0,88,1
EMP_0251,Finance,CFO,Bachelor,Married,New York,51,Female,2022-04-09,998,21231.5,13.3,2,1,3,0,0,54,0
EMP_0252,Engineering,Architect,Associate,Married,Austin,31,Female,2016-07-18,3089,10907.58,1.4,1,1,4,5,0,77,0
EMP_0253,Engineering,Junior Dev,Associate,Divorced,Austin,22,Female,2017-06-01,2771,5444.25,2.3,1,1,2,4,0,63,0
EMP_0254,Marketing,Specialist,High School,Single,Chicago,32,Male,2019-01-13,2180,6711.42,28.1,4,3,1,2,0,36,0
EMP_0255,Marketing,Director,Master,Single,Chicago,57,Female,2015-11-04,3346,17327.25,8.8,4,3,4,3,0,0,0
EMP_0256,Sales,AE,PhD,Married,Austin,29,Female,2021-08-14,1236,8452.5,1.6,1,3,4,0,0,24,0
EMP_0257,Product,PM,Associate,Single,Remote,63,Female,2017-07-04,2738,10901.33,9.6,3,4,5,3,1,43,0
EMP_0258,Sales,Sales Manager,Bachelor,Divorced,Austin,33,Female,2015-03-28,3567,9844.83,2.1,2,1,2,2,1,85,0
EMP_0259,Finance,Accountant,Bachelor,Single,Seattle,36,Female,2023-01-04,728,6988.92,6.7,1,4,1,0,0,46,0
EMP_0260,Product,Director,Bachelor,Single,Chicago,43,Male,2015-07-11,3462,18814.08,6.1,1,4,1,1,1,52,0
EMP_0261,Product,Associate PM,Associate,Divorced,Seattle,26,Male,2022-08-31,854,6012.83,13.0,3,2,3,1,0,71,0
EMP_0262,Product,Director,Master,Married,San Francisco,51,Male,2022-07-08,908,15660.75,5.3,3,3,4,0,0,21,0
EMP_0263,IT,Support,Bachelor,Single,San Francisco,63,Female,2018-05-17,2421,3684.92,23.6,4,4,6,2,0,80,0
EMP_0264,IT,Admin,Master,Married,Remote,29,Female,2015-09-26,3385,6163.5,4.6,3,4,6,2,0,46,0
EMP_0265,Finance,Accountant,Bachelor,Single,San Francisco,39,Male,2018-06-26,2381,7322.67,1.7,4,4,7,2,1,34,0
EMP_0266,Marketing,Director,Bachelor,Married,Austin,61,Male,2021-08-25,1225,15270.83,3.9,1,3,4,1,1,78,0
EMP_0267,Product,PM,Associate,Single,Austin,37,Male,2016-03-04,3225,8699.5,8.3,2,3,3,4,1,56,0
EMP_0268,IT,Engineer,High School,Single,San Francisco,26,Female,2016-02-27,3231,9826.42,18.4,1,3,5,0,1,3,0
EMP_0269,Finance,Manager,Bachelor,Married,San Francisco,53,Male,2018-05-10,2428,11078.67,4.9,3,3,3,4,0,31,0
EMP_0270,Operations,Director,Master,Divorced,Austin,43,Female,2017-02-17,2875,15817.17,16.1,1,4,4,2,1,22,0
EMP_0271,Sales,Sales Manager,Master,Married,Austin,44,Male,2023-02-19,682,9087.25,9.3,3,1,2,1,0,40,1
EMP_0272,Engineering,Senior Dev,Associate,Single,San Francisco,56,Male,2019-06-09,2033,9703.58,37.8,3,1,6,3,0,17,1
EMP_0273,Marketing,Coordinator,Master,Divorced,New York,64,Male,2021-06-09,1302,5819.83,5.5,4,3,6,1,1,71,0
EMP_0274,Product,Senior PM,Bachelor,Married,Austin,33,Male,2015-01-17,3637,7519.25,4.8,4,1,5,1,0,46,1
EMP_0275,HR,Coordinator,High School,Single,San Francisco,28,Male,2018-11-05,2249,5244.67,5.1,4,3,6,2,0,54,0
EMP_0276,HR,Coordinator,Associate,Single,Austin,23,Male,2017-02-22,2870,4635.33,18.6,2,1,3,3,1,51,1
EMP_0277,Product,Director,Associate,Single,Remote,27,Female,2021-10-24,1165,13702.42,8.9,2,2,5,0,1,36,1
EMP_0278,Operations,Supervisor,High School,Divorced,Seattle,63,Male,2019-06-19,2023,9171.42,38.8,2,3,3,3,0,9,1
EMP_0279,Sales,AE,Bachelor,Married,Remote,60,Female,2020-12-16,1477,6054.17,2.0,3,2,7,1,1,91,0
EMP_0280,IT,Support,Bachelor,Married,San Francisco,63,Female,2018-02-05,2522,3656.0,4.4,2,3,3,4,1,59,0
EMP_0281,Operations,Supervisor,Bachelor,Single,Seattle,31,Female,2017-03-18,2846,7053.0,11.8,2,2,7,1,0,83,1
EMP_0282,Sales,Sales Manager,Associate,Divorced,San Francisco,46,Female,2018-12-18,2206,9068.67,1.3,2,4,1,1,0,64,0
EMP_0283,Marketing,Director,Master,Married,San Francisco,52,Female,2016-06-10,3127,18760.08,9.6,1,3,5,1,0,13,0
EMP_0284,Sales,Director,Master,Single,Remote,57,Female,2021-03-03,1400,18047.17,52.9,4,1,1,3,1,15,1
EMP_0285,Marketing,Coordinator,Bachelor,Married,Remote,60,Male,2016-12-10,2944,5790.33,24.3,3,2,5,1,0,40,0
EMP_0286,Operations,Manager,Bachelor,Single,Chicago,44,Female,2020-03-29,1739,9844.5,23.2,1,3,3,1,0,86,0
EMP_0287,IT,Manager,Master,Married,Seattle,30,Female,2019-03-15,2119,10969.92,5.8,1,1,4,1,0,43,0
EMP_0288,Product,Director,Associate,Divorced,Chicago,50,Male,2022-01-19,1078,19470.08,9.7,1,3,2,1,0,83,0
EMP_0289,Operations,Director,Bachelor,Single,Chicago,56,Female,2021-03-09,1394,17479.08,15.0,4,3,6,1,1,12,0
EMP_0290,HR,Coordinator,Bachelor,Married,Seattle,43,Male,2020-07-28,1618,5489.83,8.4,3,2,7,2,0,38,0
EMP_0291,Marketing,Director,Bachelor,Single,Chicago,47,Male,2022-10-24,800,16281.67,4.2,2,2,4,0,0,64,0
EMP_0292,Marketing,Director,Bachelor,Single,Chicago,60,Male,2020-04-28,1709,17477.83,15.7,4,3,3,1,0,12,0
EMP_0293,Engineering,Junior Dev,Master,Single,Remote,25,Male,2021-06-10,1301,5290.25,4.7,4,2,1,0,0,27,1
EMP_0294,Marketing,Manager,Bachelor,Married,Seattle,40,Male,2022-09-30,824,9228.58,11.7,1,3,6,0,0,78,1
EMP_0295,Operations,Director,PhD,Single,Chicago,59,Male,2021-03-14,1389,19098.33,11.5,2,1,1,0,0,49,1
EMP_0296,Operations,Manager,Bachelor,Single,Seattle,55,Male,2016-10-05,3010,9439.67,1.6,1,3,6,1,0,23,0
EMP_0297,Marketing,Director,Bachelor,Single,Chicago,53,Female,2018-03-25,2474,14750.17,2.5,3,3,3,3,0,3,0
EMP_0298,Operations,Supervisor,Bachelor,Married,Austin,51,Male,2016-11-23,2961,6643.0,12.3,3,2,2,3,0,17,0
EMP_0299,Product,PM,Master,Married,New York,31,Female,2017-05-11,2792,7882.67,41.5,1,4,7,2,0,43,1
EMP_0300,Operations,Supervisor,Bachelor,Divorced,Austin,59,Male,2021-08-08,1242,6174.92,18.2,4,3,2,0,0,87,0
EMP_0301,Operations,Supervisor,Master,Married,New York,42,Male,2015-05-24,3510,8782.08,2.8,4,4,3,3,0,41,0
EMP_0302,Finance,CFO,Master,Married,San Francisco,36,Female,2020-12-10,1483,19239.83,3.0,4,1,7,2,1,66,1
EMP_0303,IT,Manager,Master,Single,Austin,42,Male,2018-03-05,2494,11082.33,9.3,4,1,4,1,1,70,0
EMP_0304,Operations,Supervisor,Associate,Married,Seattle,22,Male,2018-05-16,2422,8705.17,4.5,1,2,4,4,0,5,0
EMP_0305,Product,Associate PM,Master,Single,Seattle,64,Female,2022-05-29,948,5762.83,2.9,4,3,3,1,1,91,1
EMP_0306,Engineering,Architect,Associate,Single,Chicago,47,Female,2020-06-22,1654,16042.75,2.2,1,1,5,0,0,81,0
EMP_0307,Sales,AE,Bachelor,Married,Austin,34,Male,2019-11-20,1869,7609.0,19.6,3,1,2,3,0,85,0
EMP_0308,Product,Director,Master,Single,Austin,49,Female,2018-08-05,2341,18370.08,17.3,1,2,1,6,0,27,1
EMP_0309,IT,Engineer,Bachelor,Single,Austin,43,Female,2019-11-03,1886,7561.67,6.3,2,3,3,2,0,17,0
EMP_0310,Product,Senior PM,Associate,Married,Chicago,39,Male,2018-08-19,2327,6818.92,5.4,2,4,4,3,0,39,0
EMP_0311,IT,Support,Bachelor,Single,Seattle,49,Female,2023-03-04,669,3884.25,4.8,1,2,3,0,1,44,1
EMP_0312,Marketing,Specialist,Associate,Single,Seattle,56,Male,2019-04-04,2099,6600.67,9.0,1,4,5,2,0,97,0
EMP_0313,Engineering,Architect,Bachelor,Married,Chicago,46,Female,2019-03-03,2131,12063.5,5.0,1,2,4,3,0,69,0
EMP_0314,IT,Support,High School,Single,San Francisco,31,Male,2022-09-04,850,4627.17,1.1,1,1,7,0,0,8,0
EMP_0315,Finance,Analyst,Bachelor,Single,Chicago,26,Male,2017-02-26,2866,7078.58,22.7,1,1,4,4,0,8,0
EMP_0316,Operations,Coordinator,High School,Divorced,San Francisco,34,Male,2016-10-14,3001,5768.5,3.7,4,1,4,5,0,89,0
EMP_0317,Marketing,Coordinator,Master,Married,San Francisco,41,Male,2015-07-28,3445,4660.5,34.6,2,3,4,3,0,63,1
EMP_0318,Finance,Manager,Bachelor,Single,Remote,37,Female,2021-06-29,1282,12077.75,4.9,3,3,6,0,1,6,0
EMP_0319,Operations,Manager,Master,Divorced,Remote,61,Female,2019-10-22,1898,11199.83,7.6,1,3,5,3,1,86,0
EMP_0320,Operations,Coordinator,Bachelor,Single,Remote,45,Male,2023-01-20,712,4952.08,17.2,2,1,6,0,0,53,0
EMP_0321,IT,Engineer,Master,Married,Austin,53,Female,2018-09-12,2303,7577.08,13.2,3,4,6,2,0,26,0
EMP_0322,Engineering,Tech Lead,Associate,Single,New York,32,Female,2016-11-20,2964,11167.0,9.6,3,3,1,4,1,62,0
EMP_0323,IT,Support,Master,Single,Austin,45,Male,2020-02-17,1780,4306.25,22.7,3,3,6,2,1,61,1
EMP_0324,Product,Associate PM,Bachelor,Married,Seattle,53,Female,2020-03-22,1746,5474.5,38.2,2,3,4,1,0,70,0
EMP_0325,Finance,Manager,Bachelor,Married,Remote,35,Female,2021-06-15,1296,10633.0,7.0,1,4,6,1,1,34,0
EMP_0326,Finance,CFO,Master,Married,Chicago,38,Male,2021-12-25,1103,24759.33,8.2,2,2,6,0,1,68,1
EMP_0327,HR,Director,Bachelor,Single,New York,26,Female,2020-02-01,1796,12751.5,25.7,4,2,6,5,1,3,1
EMP_0328,HR,Coordinator,Bachelor,Married,New York,49,Male,2015-08-16,3426,6315.08,2.1,2,3,2,1,0,17,0
EMP_0329,Operations,Coordinator,Master,Married,Seattle,63,Female,2022-05-29,948,6198.5,1.1,2,2,2,0,1,17,0
EMP_0330,Sales,Sales Manager,Master,Single,New York,25,Female,2015-02-21,3602,12383.08,4.1,2,2,1,0,0,50,0
EMP_0331,IT,Engineer,High School,Divorced,Chicago,59,Female,2015-08-29,3413,7597.08,8.7,3,3,6,3,1,83,0
EMP_0332,Operations,Coordinator,Master,Married,New York,52,Male,2021-09-15,1204,4919.67,4.5,2,3,1,3,0,97,0
