claim_id,claim_type,claim_amount,policy_type,policy_age_months,claimant_age,claimant_gender,incident_date,report_date,incident_hour,report_delay_days,previous_claims,witness_present,police_report,injury_claimed,claim_status,is_fraudulent,claim_severity
CLM_00199,Travel,1021,Standard,22,55,F,2023-04-29,2023-12-25,2,0.6,1,0,1,0,Under Investigation,0,High
CLM_00200,Life,12279,Premium,84,39,F,2023-12-19,2023-12-20,8,0.9,1,1,1,1,Denied,0,Low
CLM_00201,Auto,567,Standard,113,45,M,2023-06-26,2023-12-17,14,7.2,3,1,1,1,Denied,0,Critical
CLM_00202,Home,12161,Basic,83,32,M,2023-07-05,2023-12-23,20,0.1,0,1,0,1,Approved,0,High
CLM_00203,Auto,2111,Basic,57,25,F,2023-07-30,2023-12-03,14,1.9,1,1,1,0,Approved,0,Medium
CLM_00204,Auto,4164,Platinum,105,66,M,2023-08-15,2023-12-09,12,5.3,3,0,1,1,Under Investigation,0,Low
CLM_00205,Auto,800,Standard,52,75,F,2023-09-18,2023-12-29,16,1.0,3,1,1,0,Approved,0,Low
CLM_00206,Health,3050,Platinum,31,31,M,2023-12-07,2023-12-31,8,0.8,2,0,0,0,Under Investigation,0,Medium
CLM_00207,Home,1530,Basic,84,29,M,2023-08-22,2023-12-10,14,1.5,4,0,0,0,Denied,0,Critical
CLM_00208,Travel,12935,Basic,79,63,M,2023-03-30,2023-12-09,14,9.0,2,0,1,1,Approved,1,High
CLM_00209,Life,997,Platinum,61,81,M,2023-05-09,2023-12-12,19,0.0,3,1,0,1,Approved,0,Low
CLM_00210,Home,4954,Basic,103,75,M,2023-07-01,2023-12-18,21,1.7,1,0,0,0,Pending,0,Low
CLM_00211,Travel,544,Standard,17,34,F,2023-10-03,2023-12-20,12,4.7,3,0,1,0,Under Investigation,0,Low
CLM_00212,Travel,17909,Premium,23,51,F,2023-03-04,2023-12-28,5,3.4,1,0,0,1,Pending,1,Medium
CLM_00213,Auto,1976,Standard,35,52,M,2023-09-23,2023-12-30,18,4.5,0,1,1,1,Pending,1,Medium
CLM_00214,Health,2760,Premium,59,33,F,2023-01-20,2023-12-05,14,1.5,2,1,1,0,Approved,0,Critical
CLM_00215,Auto,8715,Basic,18,56,F,2023-09-25,2023-12-22,15,1.5,2,1,1,0,Under Investigation,0,Low
CLM_00216,Life,7177,Standard,63,84,F,2023-08-15,2023-12-22,19,0.7,3,1,1,0,Denied,0,Medium
CLM_00217,Property,2238,Basic,87,31,M,2023-12-14,2023-12-16,9,0.1,2,0,0,0,Under Investigation,0,Medium
CLM_00218,Life,200,Basic,58,58,M,2023-02-01,2023-12-30,9,6.8,1,1,0,0,Approved,1,High
CLM_00219,Travel,817,Standard,113,35,M,2023-06-28,2023-12-07,17,0.2,1,1,1,0,Approved,0,High
CLM_00220,Life,4506,Standard,63,29,M,2023-04-22,2023-12-22,6,0.4,2,1,0,0,Under Investigation,0,Critical
CLM_00221,Life,275,Platinum,52,54,M,2023-06-20,2023-12-18,15,1.2,0,0,1,0,Pending,0,High
CLM_00222,Health,3360,Premium,45,36,M,2023-11-28,2023-12-20,17,0.2,2,0,1,0,Approved,1,Medium
CLM_00223,Auto,1697,Basic,22,75,F,2023-03-07,2023-12-31,19,3.2,4,0,1,1,Approved,0,Low
CLM_00224,Health,10544,Standard,96,33,F,2023-03-05,2023-12-26,1,2.9,2,1,1,1,Pending,0,High
CLM_00225,Home,402,Standard,2,41,F,2023-09-15,2023-12-14,14,0.7,1,0,1,1,Under Investigation,0,Medium
CLM_00226,Home,6771,Standard,84,44,M,2023-01-30,2023-12-31,21,0.4,2,0,1,0,Approved,0,Low
CLM_00227,Home,2385,Basic,29,32,F,2023-09-22,2023-12-05,1,3.3,3,0,0,0,Pending,0,High
CLM_00228,Property,4682,Basic,67,40,F,2023-08-31,2023-12-17,12,3.4,6,0,1,1,Pending,0,Low
CLM_00229,Property,6367,Premium,41,71,M,2023-11-18,2023-12-31,13,0.4,0,0,1,1,Approved,0,Low
CLM_00230,Health,628,Basic,66,62,M,2023-05-27,2023-12-08,5,5.0,4,0,1,0,Approved,0,High
CLM_00231,Property,16354,Platinum,8,46,F,2023-07-24,2023-12-30,16,2.0,4,1,1,0,Pending,0,Low
CLM_00232,Life,3433,Premium,116,59,F,2023-05-06,2023-12-14,12,5.7,2,1,1,1,Approved,0,Low
CLM_00233,Health,12290,Basic,116,59,F,2023-10-28,2023-12-30,10,1.0,2,1,1,1,Approved,1,Medium
CLM_00234,Travel,1287,Platinum,49,24,F,2023-09-01,2023-12-22,19,3.4,5,0,1,1,Approved,0,Medium
CLM_00235,Auto,1461,Standard,116,62,M,2023-09-13,2023-12-09,16,0.3,1,1,0,1,Pending,0,Medium
CLM_00236,Home,3666,Platinum,91,69,M,2023-12-31,2023-12-21,6,2.2,1,0,0,1,Approved,0,Low
CLM_00237,Auto,2577,Basic,43,44,F,2023-02-01,2023-12-08,23,4.9,0,0,0,0,Approved,0,Medium
CLM_00238,Life,5357,Standard,94,53,F,2023-10-03,2023-12-12,21,1.9,2,0,1,0,Under Investigation,0,Medium
CLM_00239,Property,5029,Standard,29,50,M,2023-06-25,2023-12-12,8,6.2,5,1,1,0,Approved,1,Medium
CLM_00240,Health,20786,Platinum,88,39,F,2023-07-13,2023-12-27,17,0.9,2,1,1,0,Approved,0,High
CLM_00241,Life,2252,Standard,42,70,F,2023-02-05,2023-12-06,21,0.2,0,1,0,0,Approved,0,Low
CLM_00242,Life,5801,Standard,45,25,M,2023-12-16,2023-12-20,14,2.1,4,1,0,0,Approved,0,Critical
CLM_00243,Property,124,Standard,26,58,F,2023-03-28,2023-12-22,17,0.6,2,1,1,0,Under Investigation,0,Low
CLM_00244,Life,11900,Standard,112,84,F,2023-12-26,2023-12-17,0,0.1,2,1,0,0,Approved,0,Low
CLM_00245,Home,6278,Standard,19,52,M,2023-02-26,2023-12-07,17,3.0,2,1,1,0,Approved,0,Medium
CLM_00246,Property,5433,Standard,99,57,F,2023-03-13,2023-12-20,16,9.5,4,1,1,0,Pending,0,High
CLM_00247,Travel,1483,Premium,21,74,M,2023-01-19,2023-12-20,10,1.3,2,0,0,1,Approved,0,Medium
CLM_00248,Life,853,Premium,87,37,M,2023-04-30,2023-12-12,7,2.8,1,0,1,0,Approved,0,Medium
CLM_00249,Health,9825,Basic,64,52,F,2023-12-31,2023-12-29,2,0.2,2,0,1,0,Pending,1,Medium
CLM_00250,Travel,2086,Premium,18,51,M,2023-11-17,2023-12-27,1,0.6,2,1,0,1,Approved,0,High
CLM_00251,Home,499,Standard,4,33,M,2023-09-24,2023-12-08,7,3.3,2,1,1,1,Denied,0,High
CLM_00252,Travel,1850,Premium,42,30,F,2023-08-13,2023-12-21,20,0.0,1,0,1,0,Pending,0,High
CLM_00253,Life,5835,Standard,92,84,F,2023-09-24,2023-12-15,1,10.1,5,0,1,1,Approved,0,Low
CLM_00254,Property,6098,Platinum,49,33,M,2023-05-14,2023-12-14,5,3.1,4,0,1,1,Under Investigation,1,Medium
CLM_00255,Travel,4337,Standard,81,63,F,2023-02-04,2023-12-07,5,3.4,1,0,1,0,Approved,0,Low
CLM_00256,Health,2553,Premium,118,52,M,2023-04-30,2023-12-20,0,2.7,5,0,1,0,Under Investigation,1,Medium
CLM_00257,Auto,5692,Premium,96,20,F,2023-07-10,2023-12-03,16,1.9,2,1,1,1,Under Investigation,0,Low
CLM_00258,Life,1501,Standard,119,25,M,2023-06-25,2023-12-18,5,1.3,1,1,0,1,Pending,0,Critical
CLM_00259,Life,4958,Standard,119,48,F,2023-04-23,2023-12-08,1,0.5,1,0,1,0,Approved,0,High
CLM_00260,Property,417,Premium,119,19,F,2023-10-08,2023-12-26,16,0.4,2,0,1,1,Approved,0,Critical
CLM_00261,Health,549,Basic,71,82,M,2023-09-26,2024-01-01,5,4.0,3,0,1,0,Approved,0,Medium
CLM_00262,Life,7515,Platinum,56,30,F,2023-12-14,2023-12-11,1,0.2,0,0,1,1,Pending,0,High
CLM_00263,Property,4158,Standard,29,38,F,2023-02-01,2023-12-24,13,1.5,3,0,1,0,Under Investigation,0,Medium
CLM_00264,Health,1166,Basic,93,39,M,2023-06-03,2023-12-03,22,0.8,1,1,1,0,Under Investigation,0,Low
CLM_00265,Home,853,Basic,98,52,F,2023-02-27,2023-12-12,23,1.0,1,1,0,1,Approved,0,High
CLM_00266,Life,1149,Basic,59,40,M,2023-07-04,2023-12-26,3,8.2,0,1,1,1,Denied,0,Medium
CLM_00267,Health,971,Standard,97,40,M,2023-01-31,2023-12-21,5,4.7,4,1,1,1,Under Investigation,0,Low
CLM_00268,Travel,4837,Basic,97,58,M,2023-08-03,2023-12-26,14,3.0,3,1,1,1,Approved,0,Medium
CLM_00269,Property,5695,Premium,42,68,F,2023-06-11,2023-12-09,0,0.7,3,1,1,1,Denied,0,Low
CLM_00270,Health,1588,Basic,48,60,M,2023-07-19,2023-12-24,0,5.8,3,0,0,0,Approved,0,Critical
CLM_00271,Home,531,Premium,75,38,F,2023-07-02,2023-12-04,17,10.1,1,1,1,0,Approved,0,Critical
CLM_00272,Home,3828,Basic,108,26,M,2023-10-14,2023-12-06,19,2.6,0,1,0,1,Under Investigation,0,Medium
CLM_00273,Home,7147,Premium,63,20,M,2023-11-13,2023-12-10,11,4.3,2,1,1,1,Pending,0,Medium
CLM_00274,Life,4990,Standard,72,46,M,2023-01-18,2023-12-27,9,0.2,0,1,0,1,Pending,0,Low
CLM_00275,Auto,2592,Basic,78,43,M,2023-03-03,2023-12-29,11,9.8,4,0,0,0,Approved,0,Medium
CLM_00276,Life,6506,Platinum,6,81,F,2023-03-29,2023-12-15,18,1.3,3,0,1,1,Approved,0,Medium
CLM_00277,Health,8300,Basic,37,26,M,2023-09-30,2023-12-27,2,0.5,2,0,0,0,Pending,0,High
CLM_00278,Travel,6041,Premium,67,79,M,2023-04-19,2023-12-21,8,5.2,2,0,0,1,Denied,0,High
CLM_00279,Home,4567,Premium,12,19,F,2023-04-26,2023-12-22,18,2.0,1,0,1,1,Approved,1,High
CLM_00280,Home,29975,Standard,9,18,F,2023-03-13,2023-12-11,6,6.7,2,1,1,1,Approved,0,Low
CLM_00281,Health,2624,Basic,92,74,F,2023-01-14,2023-12-21,23,1.9,3,0,0,1,Denied,0,Low
CLM_00282,Home,16949,Standard,18,64,M,2023-05-17,2023-12-31,6,1.7,2,1,1,0,Denied,0,Medium
CLM_00283,Travel,2109,Standard,94,36,F,2023-03-28,2023-12-06,3,5.7,4,0,1,1,Approved,0,Medium
CLM_00284,Auto,676,Basic,76,19,M,2023-09-15,2023-12-05,7,2.5,1,1,1,1,Approved,0,Medium
CLM_00285,Home,876,Standard,7,57,F,2023-01-11,2023-12-18,20,1.1,5,0,1,0,Approved,0,Medium
CLM_00286,Travel,2936,Standard,104,48,M,2023-01-04,2023-12-08,15,1.3,2,0,1,0,Approved,0,Medium
CLM_00287,Travel,2327,Premium,109,75,F,2023-10-18,2023-12-23,13,0.6,0,1,1,0,Pending,0,Critical
CLM_00288,Health,6091,Premium,118,21,M,2023-01-30,2023-12-25,18,0.8,0,0,1,0,Pending,0,Medium
CLM_00289,Travel,1324,Premium,116,18,M,2023-01-14,2023-12-07,14,1.0,2,0,1,1,Pending,0,High
CLM_00290,Home,22498,Standard,111,48,M,2023-07-17,2023-12-17,23,0.4,3,1,1,1,Denied,0,Medium
CLM_00291,Travel,2548,Standard,55,73,F,2023-01-15,2023-12-21,17,2.0,3,0,1,1,Approved,1,Critical
CLM_00292,Travel,3247,Premium,109,61,M,2023-04-27,2023-12-21,3,1.1,2,0,1,1,Approved,0,Medium
CLM_00293,Auto,26267,Platinum,78,47,M,2023-11-13,2023-12-24,7,0.4,0,0,0,0,Approved,0,Critical
CLM_00294,Health,2460,Standard,110,37,F,2023-07-03,2023-12-08,20,8.7,4,1,0,1,Approved,1,Low
CLM_00295,Auto,1149,Basic,56,72,F,2023-06-17,2023-12-14,19,0.4,2,0,1,1,Pending,0,Critical
CLM_00296,Property,2029,Standard,45,21,F,2023-06-18,2023-12-03,6,2.3,4,1,1,0,Pending,0,High
CLM_00297,Home,4097,Basic,15,45,F,2023-06-27,2023-12-04,0,1.3,2,1,1,0,Denied,0,Low
CLM_00298,Travel,379,Basic,82,61,F,2023-02-25,2023-12-03,17,3.2,4,1,1,0,Approved,0,Medium
CLM_00299,Auto,7416,Platinum,38,72,F,2023-10-05,2023-12-08,21,0.9,2,0,1,0,Approved,0,Low
CLM_00300,Property,3301,Premium,119,51,F,2023-11-17,2023-12-07,8,3.8,3,0,1,1,Under Investigation,0,Medium
CLM_00301,Health,3695,Basic,66,21,F,2023-05-15,2023-12-09,15,0.7,0,0,0,0,Denied,0,Low
CLM_00302,Health,2277,Standard,68,63,F,2023-08-13,2023-12-06,23,2.1,2,1,0,0,Pending,0,Critical
CLM_00303,Travel,377,Premium,39,30,M,2023-02-22,2023-12-12,11,3.9,3,1,1,0,Approved,0,Medium
CLM_00304,Travel,25578,Basic,41,80,F,2023-12-12,2023-12-08,12,2.0,3,0,1,1,Approved,0,Medium
CLM_00305,Property,1445,Premium,52,50,F,2023-09-09,2023-12-18,16,5.4,2,0,1,0,Under Investigation,0,Medium
CLM_00306,Home,1695,Platinum,94,30,M,2023-02-20,2023-12-28,5,0.5,1,1,1,1,Pending,0,Low
CLM_00307,Home,635,Standard,15,43,F,2023-01-15,2023-12-14,4,8.6,1,1,0,1,Approved,0,Critical
CLM_00308,Health,5230,Premium,46,83,M,2023-07-21,2023-12-22,0,5.4,1,1,1,1,Pending,0,Low
CLM_00309,Auto,2565,Basic,102,78,M,2023-12-22,2023-12-15,4,5.9,3,0,1,0,Under Investigation,0,Medium
CLM_00310,Home,10370,Premium,1,33,M,2023-04-17,2023-12-13,4,0.4,2,1,1,1,Pending,0,High
CLM_00311,Health,1535,Standard,63,81,F,2023-03-31,2023-12-25,5,0.3,3,1,1,0,Pending,0,Low
CLM_00312,Home,8063,Platinum,80,45,F,2023-07-19,2023-12-19,6,2.7,1,1,1,0,Under Investigation,0,Critical
CLM_00313,Travel,7306,Standard,66,42,M,2023-08-25,2023-12-10,3,1.0,2,1,0,0,Under Investigation,0,Medium
CLM_00314,Property,10731,Premium,105,20,F,2023-02-24,2023-12-22,0,0.1,3,0,1,0,Pending,0,Low
CLM_00315,Home,2994,Platinum,98,28,M,2023-01-31,2023-12-07,21,6.8,1,0,1,0,Under Investigation,0,Low
CLM_00316,Auto,8452,Standard,32,21,F,2023-09-06,2023-12-29,14,0.7,3,0,1,0,Approved,0,High
CLM_00317,Life,15218,Basic,100,53,F,2023-03-15,2023-12-13,10,4.0,0,1,1,1,Pending,0,High
CLM_00318,Life,563,Basic,97,75,M,2023-12-30,2023-12-14,19,0.0,5,0,1,1,Approved,0,Medium
CLM_00319,Property,335,Premium,18,26,F,2023-06-30,2023-12-04,8,2.9,3,1,1,0,Denied,0,Low
CLM_00320,Travel,1867,Basic,20,75,F,2023-02-22,2023-12-27,5,0.1,4,0,1,1,Approved,0,Low
CLM_00321,Home,1856,Platinum,57,47,M,2023-10-31,2023-12-30,17,1.0,2,1,1,0,Under Investigation,0,High
CLM_00322,Auto,13565,Premium,56,60,M,2023-07-23,2023-12-28,4,1.8,1,1,0,1,Approved,0,Low
CLM_00323,Auto,2136,Premium,100,69,F,2023-11-18,2023-12-11,6,7.2,3,0,1,0,Approved,0,Medium
CLM_00324,Home,16820,Basic,83,67,F,2023-07-18,2023-12-05,7,3.0,0,1,1,1,Approved,0,High
CLM_00325,Home,1655,Standard,13,45,M,2023-09-16,2023-12-10,16,1.6,0,0,1,0,Under Investigation,0,High
CLM_00326,Auto,264,Standard,58,39,F,2023-04-14,2023-12-07,9,0.3,5,1,1,1,Approved,0,Medium
CLM_00327,Home,2730,Basic,51,75,F,2023-03-16,2023-12-27,19,1.6,1,0,0,1,Approved,0,Medium
CLM_00328,Health,5304,Basic,24,39,F,2023-08-15,2023-12-10,1,0.1,5,1,1,1,Approved,0,Low
CLM_00329,Auto,2699,Standard,29,84,F,2023-02-01,2023-12-08,5,5.9,0,0,0,1,Under Investigation,0,Medium
CLM_00330,Travel,1848,Platinum,103,83,F,2023-03-05,2023-12-11,7,1.3,4,1,0,1,Approved,0,Medium
CLM_00331,Home,52367,Premium,105,44,M,2023-12-30,2023-12-26,10,0.5,0,1,1,1,Under Investigation,1,High
CLM_00332,Travel,3838,Standard,19,29,F,2023-02-22,2023-12-14,0,2.3,2,1,1,1,Approved,0,Low
CLM_00333,Property,72,Premium,116,56,M,2023-04-20,2023-12-03,17,3.3,0,0,1,0,Denied,0,Low
CLM_00334,Travel,1466,Standard,16,46,M,2023-05-01,2023-12-19,3,2.7,3,1,0,0,Pending,0,Medium
CLM_00335,Home,184,Premium,73,50,F,2023-06-26,2023-12-11,13,0.2,2,1,0,1,Pending,0,Medium
CLM_00336,Life,3879,Basic,40,29,M,2023-05-05,2023-12-12,6,1.2,1,1,1,0,Approved,0,Medium
CLM_00337,Life,1998,Premium,70,62,F,2023-05-09,2023-12-07,6,1.2,1,1,1,0,Under Investigation,0,Medium
CLM_00338,Health,2879,Basic,26,26,F,2023-05-19,2023-12-25,19,2.4,3,0,1,0,Approved,0,Low
CLM_00339,Health,6035,Standard,114,43,F,2023-08-24,2023-12-13,10,1.4,1,0,1,1,Pending,0,High
CLM_00340,Health,4719,Premium,118,26,M,2023-06-24,2023-12-21,17,0.6,0,1,0,0,Approved,0,Low
CLM_00341,Travel,2699,Platinum,78,26,M,2023-09-22,2023-12-12,22,1.4,0,0,0,1,Approved,0,High
CLM_00342,Home,3719,Standard,110,23,M,2023-01-28,2023-12-09,13,0.1,3,1,1,1,Under Investigation,0,High
CLM_00343,Property,3178,Standard,53,21,M,2023-09-23,2023-12-28,23,3.4,3,0,0,1,Pending,0,Low
CLM_00344,Travel,6460,Basic,106,42,M,2023-05-16,2023-12-05,13,0.6,1,0,1,0,Under Investigation,0,Low
CLM_00345,Life,8678,Platinum,115,58,F,2023-07-12,2023-12-23,9,3.9,1,0,0,1,Under Investigation,0,Low
CLM_00346,Health,2803,Standard,101,65,F,2023-06-11,2023-12-11,9,1.9,3,1,1,1,Under Investigation,0,High
CLM_00347,Home,13126,Platinum,107,50,F,2023-11-22,2023-12-28,12,2.5,4,0,1,0,Approved,0,High
CLM_00348,Home,2570,Platinum,48,25,M,2023-05-11,2023-12-30,23,1.4,2,1,1,0,Approved,1,Medium
CLM_00349,Life,24725,Standard,10,23,F,2023-09-08,2023-12-08,12,2.6,1,0,0,0,Approved,0,High
CLM_00350,Auto,1040,Basic,53,73,F,2023-11-06,2023-12-11,10,1.5,0,1,0,0,Pending,0,High
CLM_00351,Health,5371,Platinum,55,79,F,2023-10-03,2023-12-25,6,2.2,2,1,1,0,Approved,1,High
CLM_00352,Life,2384,Standard,101,40,F,2023-05-22,2023-12-17,14,0.2,2,1,1,1,Pending,0,Critical
CLM_00353,Home,3940,Standard,96,84,F,2023-09-14,2023-12-26,2,6.7,0,0,1,0,Approved,0,High
CLM_00354,Property,2411,Standard,19,25,F,2023-11-24,2023-12-12,17,6.2,4,0,1,0,Approved,0,Low
CLM_00355,Auto,6897,Premium,62,33,F,2023-01-21,2023-12-03,1,0.9,4,1,1,1,Under Investigation,0,Medium
CLM_00356,Life,19052,Standard,50,51,M,2023-09-19,2024-01-01,19,0.1,4,0,1,1,Under Investigation,0,Medium
CLM_00357,Property,62246,Basic,17,76,F,2023-01-11,2023-12-13,16,0.9,2,1,1,0,Approved,0,Critical
CLM_00358,Home,16094,Standard,115,81,M,2023-03-04,2023-12-27,7,2.7,4,0,0,0,Under Investigation,0,Low
CLM_00359,Auto,446,Standard,106,41,M,2023-02-06,2023-12-21,23,1.6,2,1,0,1,Approved,0,Medium
CLM_00360,Travel,4775,Standard,16,56,M,2023-03-14,2023-12-16,6,3.0,4,1,1,0,Approved,0,High
CLM_00361,Auto,7767,Platinum,30,42,M,2023-08-27,2024-01-01,16,2.5,2,1,0,0,Approved,0,Medium
CLM_00362,Life,867,Basic,86,42,F,2023-01-24,2023-12-28,3,9.3,2,0,1,0,Denied,0,Medium
CLM_00363,Home,2566,Basic,29,25,F,2023-04-01,2024-01-01,15,5.2,1,1,1,1,Approved,0,Medium
CLM_00364,Travel,2267,Standard,43,34,F,2023-07-08,2023-12-12,13,0.1,3,1,1,1,Pending,0,Low
CLM_00365,Health,1394,Basic,88,42,M,2023-10-14,2023-12-07,0,0.3,1,0,1,1,Denied,0,High
CLM_00366,Auto,1781,Premium,41,75,F,2023-08-02,2023-12-24,19,2.4,3,1,1,0,Approved,0,High
CLM_00367,Health,20336,Basic,114,32,F,2023-10-11,2023-12-13,9,0.6,1,1,1,1,Pending,0,Low
CLM_00368,Property,1817,Standard,12,39,F,2023-10-11,2024-01-01,22,1.1,2,0,1,1,Approved,0,Low
CLM_00369,Travel,5553,Platinum,51,52,M,2023-12-03,2023-12-28,5,3.2,0,1,1,0,Denied,0,Low
CLM_00370,Home,1381,Premium,103,69,M,2023-12-10,2023-12-31,9,1.0,4,1,1,0,Approved,0,Low
CLM_00371,Travel,2320,Premium,1,54,M,2023-06-04,2023-12-11,14,0.8,3,1,1,0,Approved,0,Low
CLM_00372,Auto,2697,Basic,4,35,M,2023-01-22,2023-12-31,9,1.3,0,0,1,1,Pending,0,High
CLM_00373,Home,432,Standard,6,51,M,2023-12-23,2023-12-05,22,9.9,1,0,1,1,Approved,0,Critical
CLM_00374,Property,5024,Standard,80,68,F,2023-05-16,2023-12-23,3,3.0,0,0,1,1,Approved,0,Medium
CLM_00375,Travel,270,Premium,15,45,M,2023-12-09,2023-12-17,0,0.3,6,0,0,0,Pending,0,Medium
CLM_00376,Health,17239,Premium,20,65,M,2023-08-24,2023-12-28,5,0.2,3,0,1,1,Pending,1,High
CLM_00377,Life,5092,Platinum,72,65,F,2023-12-17,2023-12-12,9,0.4,2,0,1,0,Approved,0,Low
CLM_00378,Health,603,Standard,51,80,M,2023-02-04,2023-12-17,14,8.0,0,0,1,1,Approved,0,Critical
CLM_00379,Health,1507,Basic,77,48,M,2023-07-03,2023-12-31,8,9.5,2,1,1,0,Approved,0,High
CLM_00380,Life,3229,Platinum,80,52,F,2023-02-04,2023-12-04,13,0.7,0,1,1,1,Denied,0,Medium
CLM_00381,Home,3728,Standard,17,31,M,2023-12-23,2023-12-03,11,0.2,4,1,0,0,Under Investigation,0,Medium
CLM_00382,Property,1811,Platinum,11,21,F,2023-02-06,2023-12-20,20,5.7,3,1,1,1,Pending,0,Low
CLM_00383,Health,1420,Standard,84,32,F,2023-11-29,2023-12-16,8,6.1,2,1,0,1,Under Investigation,0,High
CLM_00384,Auto,128,Basic,30,76,F,2023-12-17,2023-12-15,10,2.1,3,0,0,1,Approved,0,High
CLM_00385,Life,3515,Premium,66,39,F,2023-11-29,2023-12-25,19,4.4,2,0,1,0,Under Investigation,0,Low
CLM_00386,Property,1159,Basic,75,22,M,2023-10-10,2023-12-08,14,0.8,4,0,1,1,Approved,0,High
CLM_00387,Travel,7362,Standard,27,68,F,2023-11-10,2023-12-16,20,0.1,1,1,1,1,Denied,0,Medium
CLM_00388,Travel,3686,Premium,20,29,F,2023-09-29,2023-12-21,18,3.3,0,0,1,0,Pending,0,Medium
CLM_00389,Auto,17009,Basic,19,40,M,2023-09-05,2023-12-03,7,5.3,1,0,1,0,Under Investigation,0,Critical
CLM_00390,Home,1631,Premium,113,40,F,2023-01-04,2023-12-04,1,0.5,2,0,1,1,Pending,0,High
CLM_00391,Life,1375,Premium,10,58,M,2023-10-20,2023-12-13,23,2.2,0,1,1,0,Approved,0,Medium
CLM_00392,Travel,527,Basic,28,47,M,2023-09-04,2023-12-30,9,2.3,0,1,0,1,Under Investigation,0,High
CLM_00393,Auto,4121,Standard,62,47,M,2023-03-19,2023-12-11,0,0.2,2,1,1,1,Denied,0,Low
CLM_00394,Health,1883,Standard,109,49,F,2023-10-10,2024-01-01,2,3.0,0,0,0,1,Pending,0,Medium
CLM_00395,Property,294,Standard,59,75,F,2023-04-23,2023-12-20,8,2.8,3,1,1,1,Approved,0,Low
CLM_00396,Travel,3007,Basic,49,43,F,2023-09-24,2023-12-06,2,2.7,3,1,1,0,Under Investigation,0,Medium
CLM_00397,Auto,2371,Standard,119,48,F,2023-04-26,2023-12-26,16,8.2,3,1,0,0,Pending,0,Low
CLM_00398,Life,5068,Standard,18,60,F,2023-01-17,2023-12-26,8,2.4,2,0,1,0,Pending,0,Medium
