claim_id,claim_type,claim_amount,policy_type,policy_age_months,claimant_age,claimant_gender,incident_date,report_date,incident_hour,report_delay_days,previous_claims,witness_present,police_report,injury_claimed,claim_status,is_fraudulent,claim_severity
CLM_00800,Life,1125,Basic,18,73,M,2023-03-20,2024-01-01,15,4.2,3,1,0,0,Under Investigation,0,Medium
CLM_00801,Health,1968,Basic,116,39,F,2023-07-20,2023-12-05,10,1.9,2,1,0,0,Approved,0,Medium
CLM_00802,Travel,27919,Premium,77,82,F,2023-08-17,2023-12-20,13,2.0,1,1,1,1,Denied,0,Low
CLM_00803,Property,1390,Standard,9,80,F,2023-04-10,2023-12-23,3,7.3,3,1,1,1,Denied,0,Low
CLM_00804,Travel,5103,Premium,104,23,M,2023-06-27,2023-12-17,17,12.6,1,1,1,0,Approved,0,Critical
CLM_00805,Auto,1901,Standard,100,34,M,2023-05-22,2023-12-19,10,3.1,0,0,1,0,Denied,0,Critical
CLM_00806,Home,4626,Premium,99,74,F,2023-10-20,2023-12-16,0,1.5,1,1,1,1,Pending,0,Medium
CLM_00807,Home,5253,Premium,29,52,F,2023-12-01,2023-12-20,11,0.2,2,1,1,1,Approved,0,Low
CLM_00808,Travel,1393,Premium,92,31,M,2023-03-27,2023-12-12,6,6.0,1,1,1,1,Denied,0,Medium
CLM_00809,Travel,44258,Standard,78,33,M,2023-02-16,2023-12-21,22,6.9,2,1,1,0,Under Investigation,0,Low
CLM_00810,Property,724,Basic,45,75,M,2023-06-21,2023-12-13,0,0.3,4,1,1,1,Approved,0,High
CLM_00811,Home,1564,Standard,5,78,F,2023-10-22,2023-12-26,6,5.6,4,0,1,1,Approved,0,Medium
CLM_00812,Property,15043,Standard,45,28,F,2023-06-13,2023-12-31,11,0.2,1,1,1,0,Under Investigation,0,High
CLM_00813,Travel,1135,Standard,114,51,F,2023-03-22,2023-12-24,9,0.3,3,1,1,0,Approved,0,High
CLM_00814,Home,2462,Standard,111,81,F,2023-05-14,2023-12-14,14,1.8,3,1,1,1,Approved,0,Low
CLM_00815,Property,5605,Standard,99,30,F,2023-09-28,2023-12-20,19,1.5,2,1,0,1,Under Investigation,0,Medium
CLM_00816,Life,5496,Standard,115,54,M,2023-09-18,2023-12-09,19,5.9,0,0,1,1,Under Investigation,0,Medium
CLM_00817,Health,2703,Standard,16,40,F,2023-10-06,2023-12-08,3,0.8,2,0,1,1,Pending,0,Low
CLM_00818,Auto,8195,Premium,13,56,F,2023-12-04,2023-12-25,18,0.2,2,0,0,1,Approved,0,Low
CLM_00819,Travel,1239,Basic,100,37,F,2023-10-18,2023-12-07,1,3.3,4,1,1,1,Denied,0,Medium
CLM_00820,Travel,6151,Standard,5,34,M,2023-10-15,2023-12-26,8,6.7,5,1,1,0,Pending,0,Low
CLM_00821,Travel,924,Platinum,39,50,F,2023-06-04,2023-12-04,16,1.6,3,0,1,1,Approved,0,High
CLM_00822,Auto,1915,Platinum,32,26,F,2023-12-19,2023-12-09,6,0.2,1,0,1,0,Approved,0,Medium
CLM_00823,Home,7530,Standard,40,81,F,2023-11-28,2023-12-17,21,0.2,0,1,0,1,Approved,0,Critical
CLM_00824,Home,452,Basic,7,25,M,2023-10-15,2023-12-29,23,2.7,3,0,1,0,Approved,0,Medium
CLM_00825,Property,8117,Standard,65,33,F,2023-12-12,2024-01-01,3,2.0,5,0,1,0,Approved,0,Medium
CLM_00826,Auto,27772,Standard,12,73,F,2023-04-05,2023-12-14,5,2.8,2,0,1,1,Approved,0,Medium
CLM_00827,Health,1677,Platinum,111,79,M,2023-10-07,2023-12-12,11,0.7,4,1,1,1,Under Investigation,0,Low
CLM_00828,Health,7024,Platinum,102,52,F,2023-06-11,2023-12-23,13,2.4,2,1,0,0,Denied,0,Medium
CLM_00829,Life,20846,Standard,15,41,M,2023-10-18,2023-12-16,18,0.6,3,0,1,0,Under Investigation,0,Low
CLM_00830,Home,3371,Standard,99,25,M,2023-07-24,2023-12-24,4,3.1,2,1,1,0,Approved,0,Medium
CLM_00831,Property,1785,Standard,114,33,M,2023-06-16,2023-12-31,18,6.6,4,1,0,0,Approved,0,Low
CLM_00832,Home,6325,Premium,110,72,F,2023-04-06,2023-12-26,22,0.2,2,0,1,0,Approved,0,High
CLM_00833,Property,2715,Platinum,104,35,F,2023-11-27,2023-12-27,3,0.4,1,1,1,1,Pending,0,Medium
CLM_00834,Travel,1302,Basic,38,51,M,2023-02-12,2023-12-21,22,2.6,3,0,0,1,Denied,0,High
CLM_00835,Travel,948,Standard,52,51,F,2023-11-27,2023-12-26,13,1.3,0,1,1,0,Under Investigation,0,Critical
CLM_00836,Health,1898,Basic,111,34,F,2023-03-03,2023-12-06,10,4.7,1,1,0,0,Approved,0,Medium
CLM_00837,Travel,7667,Platinum,55,70,F,2023-07-26,2023-12-03,14,1.7,1,1,1,0,Approved,0,Low
CLM_00838,Travel,9338,Standard,5,53,F,2023-10-05,2023-12-08,22,0.3,4,0,1,1,Approved,0,High
CLM_00839,Travel,7456,Basic,89,20,F,2023-05-30,2023-12-20,10,0.8,1,0,1,1,Pending,0,Medium
CLM_00840,Travel,144,Premium,11,43,M,2023-08-12,2023-12-17,11,7.2,1,1,0,0,Approved,0,High
CLM_00841,Property,4747,Standard,119,70,F,2023-05-14,2023-12-13,18,1.7,3,1,1,1,Denied,0,Critical
CLM_00842,Travel,3038,Standard,107,69,F,2023-01-11,2023-12-27,19,5.0,2,1,1,1,Under Investigation,0,High
CLM_00843,Health,3384,Basic,19,59,F,2023-06-01,2023-12-18,13,2.9,4,1,0,1,Pending,0,Low
CLM_00844,Life,4412,Platinum,21,39,F,2023-12-28,2024-01-01,22,11.0,5,1,1,1,Under Investigation,0,Low
CLM_00845,Travel,10174,Standard,48,19,F,2023-07-28,2024-01-01,3,2.8,3,1,0,0,Approved,0,High
CLM_00846,Health,2692,Standard,6,24,F,2023-08-14,2023-12-24,3,6.7,2,0,1,1,Approved,0,Critical
CLM_00847,Property,13502,Basic,35,76,F,2023-08-12,2023-12-12,11,1.2,1,1,1,1,Approved,0,Medium
CLM_00848,Auto,3936,Basic,23,53,M,2023-04-21,2023-12-03,22,1.5,3,1,1,0,Denied,0,Low
CLM_00849,Health,675,Premium,67,53,F,2023-10-18,2023-12-24,0,5.5,2,1,1,1,Pending,0,Critical
CLM_00850,Auto,1198,Standard,18,64,F,2023-04-07,2023-12-06,23,1.2,1,0,1,1,Denied,0,Medium
CLM_00851,Auto,17100,Premium,27,24,M,2023-06-13,2023-12-12,14,1.0,1,1,0,0,Approved,0,Low
CLM_00852,Property,210,Standard,44,21,F,2023-03-03,2023-12-19,19,2.9,2,1,1,1,Denied,0,Medium
CLM_00853,Auto,6752,Platinum,118,76,M,2023-10-26,2023-12-23,12,1.8,4,0,0,1,Pending,0,Medium
CLM_00854,Auto,2629,Platinum,40,82,F,2023-04-29,2023-12-21,9,7.6,0,0,1,1,Under Investigation,0,Medium
CLM_00855,Auto,1173,Premium,59,30,M,2023-12-20,2023-12-15,18,4.0,1,0,1,0,Approved,0,Low
CLM_00856,Auto,5128,Platinum,45,70,M,2023-02-16,2023-12-16,22,1.8,3,0,0,1,Under Investigation,0,Medium
CLM_00857,Home,4424,Premium,11,55,F,2023-12-24,2023-12-23,22,6.7,1,0,1,1,Approved,0,Critical
CLM_00858,Health,1356,Standard,36,22,F,2023-04-13,2023-12-27,10,0.9,5,1,0,1,Pending,0,Medium
CLM_00859,Health,5662,Premium,33,82,F,2023-11-19,2023-12-04,22,1.1,2,0,1,1,Approved,0,Medium
CLM_00860,Home,1442,Standard,32,40,M,2023-11-25,2023-12-30,22,0.5,1,0,0,1,Pending,0,High
CLM_00861,Property,398,Platinum,87,61,M,2023-05-19,2023-12-19,1,1.5,4,1,1,0,Approved,0,Low
CLM_00862,Auto,28813,Standard,56,73,F,2023-09-28,2023-12-20,15,4.8,1,1,1,1,Denied,0,Low
CLM_00863,Auto,205,Standard,37,37,M,2023-06-12,2023-12-07,9,4.9,2,1,1,0,Approved,0,Medium
CLM_00864,Travel,555,Platinum,112,21,M,2023-06-27,2023-12-15,0,4.2,2,1,1,1,Pending,0,Medium
CLM_00865,Travel,7389,Basic,56,62,M,2023-12-29,2023-12-11,3,4.9,2,1,1,1,Under Investigation,0,Medium
CLM_00866,Home,1304,Platinum,75,25,M,2023-09-13,2023-12-31,8,7.3,2,1,0,0,Pending,0,Low
CLM_00867,Property,7248,Platinum,81,84,F,2023-10-17,2023-12-09,8,2.9,0,0,0,1,Under Investigation,0,High
CLM_00868,Auto,30117,Basic,8,69,M,2023-03-04,2023-12-12,5,0.1,3,1,1,1,Approved,0,High
CLM_00869,Life,14802,Standard,47,20,M,2023-03-05,2023-12-25,13,7.7,0,1,0,0,Approved,1,Medium
CLM_00870,Home,603,Premium,15,31,M,2023-07-28,2023-12-06,9,2.3,2,1,0,0,Approved,0,Medium
CLM_00871,Life,19039,Platinum,54,34,F,2023-07-15,2023-12-09,10,0.4,2,1,1,1,Approved,1,High
CLM_00872,Travel,431,Standard,87,20,F,2023-01-10,2023-12-17,0,3.8,0,1,1,1,Approved,0,Medium
CLM_00873,Auto,18427,Standard,52,75,M,2023-09-27,2023-12-04,22,4.8,2,0,1,1,Approved,0,Low
CLM_00874,Travel,11910,Basic,25,39,M,2023-10-05,2023-12-21,22,0.5,1,1,1,1,Under Investigation,0,High
CLM_00875,Home,7401,Standard,5,53,F,2023-05-30,2023-12-29,23,4.7,1,1,0,0,Under Investigation,0,Medium
CLM_00876,Travel,4054,Standard,3,27,M,2023-11-13,2023-12-05,23,1.2,6,1,0,1,Approved,0,Critical
CLM_00877,Life,5207,Standard,39,22,F,2023-05-22,2023-12-27,3,0.2,2,1,1,0,Approved,0,High
CLM_00878,Life,274,Basic,83,63,F,2023-08-12,2023-12-18,13,0.5,2,1,0,0,Denied,0,High
CLM_00879,Auto,16000,Standard,33,67,F,2023-09-04,2023-12-13,15,0.5,1,0,1,1,Approved,0,Low
CLM_00880,Travel,17527,Basic,96,42,F,2023-03-16,2023-12-10,12,0.0,1,1,0,0,Pending,0,Low
CLM_00881,Auto,1806,Standard,21,59,F,2023-03-19,2023-12-15,18,4.1,1,1,0,1,Pending,0,High
CLM_00882,Travel,1996,Standard,92,64,F,2023-03-09,2023-12-31,21,0.7,1,0,1,0,Pending,0,Medium
CLM_00883,Health,542,Standard,6,54,F,2023-08-04,2023-12-27,11,3.6,1,1,1,0,Approved,0,Critical
CLM_00884,Travel,254,Platinum,94,59,F,2023-05-22,2023-12-10,2,0.2,2,1,1,1,Under Investigation,0,Low
CLM_00885,Life,1668,Platinum,94,63,M,2023-06-29,2023-12-10,14,4.8,1,1,0,1,Under Investigation,0,High
CLM_00886,Travel,2296,Standard,38,20,F,2023-11-08,2023-12-31,2,2.1,0,0,1,0,Denied,0,Medium
CLM_00887,Life,4536,Standard,69,25,M,2023-01-27,2023-12-06,8,2.5,0,0,1,1,Denied,0,Medium
CLM_00888,Home,6367,Premium,26,59,F,2023-11-01,2023-12-24,16,1.4,3,1,0,0,Approved,0,Low
CLM_00889,Life,8749,Standard,110,22,M,2023-10-24,2023-12-17,3,2.4,3,0,0,0,Denied,0,Medium
CLM_00890,Life,6802,Premium,93,47,F,2023-09-04,2023-12-16,19,2.3,4,0,1,0,Under Investigation,0,High
CLM_00891,Health,1998,Basic,57,69,F,2023-06-24,2023-12-29,22,1.1,5,1,1,1,Approved,0,Low
CLM_00892,Health,917,Premium,17,38,F,2023-06-20,2023-12-07,0,0.4,1,0,0,1,Under Investigation,0,Low
CLM_00893,Health,32142,Standard,89,61,M,2023-01-20,2023-12-23,5,1.7,2,1,1,0,Approved,0,High
CLM_00894,Travel,834,Basic,76,69,M,2023-09-06,2023-12-30,11,5.8,5,0,1,1,Approved,0,Low
CLM_00895,Property,3715,Platinum,7,83,M,2023-02-07,2023-12-11,0,1.3,2,1,0,1,Approved,0,Low
CLM_00896,Property,3743,Basic,94,22,M,2023-09-03,2023-12-27,22,0.4,2,1,0,0,Approved,0,Critical
CLM_00897,Home,1993,Basic,74,35,M,2023-06-30,2023-12-04,3,1.8,3,1,1,1,Approved,0,Low
CLM_00898,Health,2267,Standard,7,57,F,2023-11-19,2023-12-24,4,1.3,1,1,1,1,Under Investigation,0,Medium
CLM_00899,Home,24550,Standard,11,61,M,2023-10-24,2023-12-27,1,0.3,4,0,1,1,Pending,0,Low
CLM_00900,Auto,3992,Premium,98,68,F,2023-08-29,2023-12-13,0,7.2,3,0,0,1,Approved,0,Low
CLM_00901,Home,26213,Platinum,88,43,M,2023-09-02,2023-12-15,16,2.1,0,0,1,1,Approved,0,Low
CLM_00902,Home,13527,Standard,63,39,F,2023-10-27,2023-12-17,0,7.8,2,1,1,0,Approved,1,Medium
CLM_00903,Life,21331,Basic,29,52,M,2023-02-03,2023-12-09,0,0.3,0,0,1,0,Approved,0,Low
CLM_00904,Property,603,Platinum,80,71,M,2023-11-10,2024-01-01,1,1.4,1,1,1,0,Approved,0,Low
CLM_00905,Property,2508,Standard,106,69,F,2023-02-11,2023-12-21,11,2.2,0,0,1,1,Pending,0,Low
CLM_00906,Property,763,Standard,116,77,F,2023-08-15,2023-12-18,21,3.6,3,1,0,0,Pending,1,Critical
CLM_00907,Travel,7879,Standard,113,69,F,2023-08-04,2023-12-29,14,3.3,4,1,0,1,Approved,0,Medium
CLM_00908,Auto,5759,Standard,74,70,F,2023-07-29,2023-12-20,4,1.5,5,0,1,0,Approved,0,High
CLM_00909,Auto,1120,Premium,108,28,F,2023-01-09,2023-12-25,2,2.7,0,0,1,0,Approved,0,Medium
CLM_00910,Property,1416,Basic,10,43,F,2023-01-19,2023-12-15,5,0.1,5,0,1,0,Approved,0,Medium
CLM_00911,Home,431,Basic,95,37,M,2023-07-11,2023-12-12,13,2.0,2,0,1,1,Approved,0,Low
CLM_00912,Life,2462,Premium,13,72,F,2023-10-08,2023-12-20,7,0.8,3,1,1,1,Pending,0,Medium
CLM_00913,Property,11927,Premium,103,56,F,2023-04-27,2023-12-09,22,1.4,1,1,1,1,Under Investigation,0,Low
CLM_00914,Travel,4137,Basic,51,25,F,2023-06-14,2023-12-22,9,9.9,0,1,1,0,Denied,0,High
CLM_00915,Health,713,Premium,38,63,F,2023-08-20,2023-12-24,13,1.1,1,0,1,1,Under Investigation,0,Low
CLM_00916,Health,7462,Basic,73,72,F,2023-01-29,2023-12-12,1,5.7,1,0,1,1,Approved,0,High
CLM_00917,Life,851,Basic,80,76,M,2023-12-15,2023-12-26,5,3.5,0,1,0,1,Approved,0,Medium
CLM_00918,Auto,457,Standard,45,84,F,2023-05-03,2023-12-25,10,9.0,1,1,0,1,Under Investigation,0,Low
CLM_00919,Life,4349,Standard,82,21,M,2023-02-25,2023-12-18,19,2.2,0,1,1,0,Pending,0,Medium
CLM_00920,Health,958,Standard,66,25,F,2023-06-16,2023-12-23,14,1.5,0,1,1,1,Approved,0,High
CLM_00921,Home,4535,Basic,76,34,F,2023-12-18,2023-12-16,1,4.7,1,1,1,0,Pending,0,Medium
CLM_00922,Home,4692,Standard,46,81,M,2023-05-20,2023-12-15,10,5.5,2,0,1,0,Denied,0,High
CLM_00923,Auto,881,Basic,76,27,F,2023-01-06,2023-12-19,18,0.2,2,1,1,0,Under Investigation,0,Critical
CLM_00924,Home,391,Standard,98,29,F,2023-04-24,2023-12-13,4,4.9,3,0,0,1,Under Investigation,0,Critical
CLM_00925,Travel,1351,Premium,75,67,F,2023-04-08,2023-12-20,3,7.2,2,1,0,1,Pending,0,Low
CLM_00926,Home,696,Basic,110,34,F,2023-03-12,2023-12-24,14,0.2,2,0,1,0,Denied,0,Medium
CLM_00927,Home,6576,Basic,100,20,M,2023-08-09,2023-12-26,18,7.2,2,0,1,0,Pending,0,Low
CLM_00928,Property,1577,Platinum,18,58,F,2023-06-06,2023-12-22,9,1.0,2,0,1,0,Pending,0,High
CLM_00929,Auto,3800,Platinum,32,52,F,2023-03-02,2023-12-11,18,1.2,4,0,1,1,Under Investigation,0,Medium
CLM_00930,Life,41646,Basic,9,19,M,2023-09-06,2023-12-21,22,0.3,3,1,0,0,Approved,1,High
CLM_00931,Property,659,Standard,89,31,M,2023-05-03,2024-01-01,23,3.6,1,1,1,0,Approved,0,High
CLM_00932,Property,281,Premium,108,64,M,2023-01-03,2023-12-31,18,0.2,2,1,1,0,Approved,0,Low
CLM_00933,Life,18526,Standard,22,34,F,2023-08-06,2023-12-22,14,2.2,4,1,1,1,Under Investigation,1,Low
CLM_00934,Travel,2408,Standard,36,41,F,2023-01-19,2023-12-06,20,5.2,3,1,0,0,Under Investigation,0,High
CLM_00935,Health,5508,Basic,38,19,M,2023-06-14,2023-12-29,2,0.8,4,1,1,0,Approved,0,Low
CLM_00936,Home,3138,Premium,65,78,M,2023-07-02,2023-12-18,1,8.9,0,1,1,1,Pending,0,Low
CLM_00937,Home,1779,Platinum,95,68,M,2023-12-29,2023-12-27,23,0.8,6,1,1,0,Pending,0,Low
CLM_00938,Property,4183,Premium,98,62,M,2023-03-16,2023-12-13,17,1.1,3,1,0,0,Approved,0,Medium
CLM_00939,Life,4310,Standard,53,51,M,2023-04-10,2023-12-13,11,6.0,2,1,1,0,Under Investigation,0,Medium
CLM_00940,Property,4140,Premium,97,25,F,2023-07-04,2023-12-29,1,0.6,1,1,0,1,Under Investigation,0,Medium
CLM_00941,Life,2784,Premium,105,39,M,2023-04-30,2023-12-29,7,3.8,0,1,0,0,Approved,0,Low
CLM_00942,Home,1075,Basic,106,57,M,2023-08-28,2023-12-04,1,2.5,0,0,1,1,Approved,1,High
CLM_00943,Life,5933,Premium,5,52,F,2023-03-14,2023-12-05,2,2.5,3,1,0,1,Pending,0,High
CLM_00944,Life,6572,Standard,82,57,F,2023-02-06,2023-12-04,15,1.7,2,1,1,0,Approved,0,Low
CLM_00945,Life,1408,Premium,106,80,F,2023-04-21,2023-12-30,10,3.2,6,0,1,0,Under Investigation,0,Low
CLM_00946,Property,776,Standard,97,39,M,2023-06-26,2023-12-12,6,0.8,3,1,1,1,Pending,0,Medium
CLM_00947,Life,12566,Basic,19,19,F,2023-07-18,2023-12-06,21,2.5,1,0,1,1,Denied,0,Low
CLM_00948,Home,1592,Platinum,101,44,F,2023-01-13,2023-12-22,1,2.5,1,0,0,0,Denied,0,Medium
CLM_00949,Travel,971,Standard,35,25,M,2023-07-08,2023-12-14,22,1.1,1,0,0,1,Approved,0,Medium
CLM_00950,Home,2246,Standard,81,52,F,2023-07-18,2024-01-01,17,2.5,0,1,1,1,Under Investigation,0,High
CLM_00951,Auto,1280,Premium,55,45,F,2023-10-12,2023-12-27,3,1.8,1,1,1,1,Approved,0,Medium
CLM_00952,Health,8069,Standard,23,53,M,2023-09-09,2023-12-23,15,3.3,3,0,1,0,Approved,0,Medium
CLM_00953,Home,8294,Standard,2,60,M,2023-07-16,2023-12-25,5,1.7,2,1,1,0,Under Investigation,0,Medium
CLM_00954,Home,8102,Basic,52,50,F,2023-08-24,2023-12-26,23,0.7,2,0,1,0,Under Investigation,0,High
CLM_00955,Auto,484,Standard,94,19,F,2023-03-01,2023-12-15,19,0.8,2,1,0,1,Approved,0,Low
CLM_00956,Home,16878,Standard,107,52,F,2023-08-26,2023-12-23,11,2.7,1,0,0,1,Pending,0,High
CLM_00957,Home,25329,Standard,78,72,F,2023-11-06,2024-01-01,10,0.4,3,1,0,1,Pending,0,Low
CLM_00958,Life,8682,Basic,69,80,M,2023-11-12,2023-12-21,13,4.0,1,1,1,0,Pending,0,Medium
CLM_00959,Home,7038,Premium,32,28,M,2023-04-15,2023-12-27,5,1.0,1,1,1,0,Approved,0,Low
CLM_00960,Travel,726,Basic,1,70,F,2023-06-26,2023-12-11,6,5.4,1,0,0,0,Approved,0,Medium
CLM_00961,Home,12723,Premium,68,77,M,2023-01-24,2023-12-16,8,2.6,2,0,1,0,Under Investigation,1,High
CLM_00962,Home,6891,Standard,42,58,F,2023-08-07,2023-12-17,15,0.8,1,1,1,0,Pending,0,Low
CLM_00963,Home,4737,Standard,39,59,M,2023-10-03,2023-12-19,11,0.2,1,1,0,1,Denied,0,High
CLM_00964,Health,3200,Premium,80,40,F,2023-11-29,2023-12-09,23,1.2,1,1,0,1,Approved,0,Medium
CLM_00965,Home,3087,Standard,111,36,F,2023-08-11,2023-12-27,7,1.4,1,1,1,0,Approved,0,Medium
CLM_00966,Life,7958,Premium,50,50,M,2023-04-17,2023-12-31,0,6.2,1,1,1,1,Under Investigation,0,Critical
CLM_00967,Life,106,Premium,57,24,M,2023-02-01,2023-12-07,17,5.7,2,1,1,0,Under Investigation,0,Low
CLM_00968,Travel,3297,Premium,47,77,F,2023-01-29,2023-12-22,17,1.6,5,1,1,1,Pending,0,Medium
CLM_00969,Auto,16258,Standard,96,39,M,2023-07-25,2023-12-20,4,2.2,3,1,1,0,Approved,0,Medium
CLM_00970,Travel,998,Standard,20,74,F,2023-12-27,2023-12-19,1,5.3,3,0,1,1,Denied,0,High
CLM_00971,Auto,3078,Basic,79,33,M,2023-08-11,2023-12-03,9,3.9,2,1,1,0,Under Investigation,0,Critical
CLM_00972,Travel,6163,Standard,102,75,M,2023-12-07,2023-12-25,3,0.4,2,0,1,0,Approved,0,Low
CLM_00973,Life,27608,Standard,91,59,F,2023-03-03,2023-12-15,2,5.3,2,0,1,1,Under Investigation,1,Medium
CLM_00974,Auto,7554,Premium,2,75,F,2023-06-11,2023-12-19,22,0.4,4,1,0,1,Approved,0,Low
CLM_00975,Home,9693,Basic,82,27,M,2023-01-11,2023-12-25,5,7.5,2,0,1,0,Under Investigation,0,Medium
CLM_00976,Auto,17341,Standard,52,38,F,2023-08-31,2023-12-30,12,5.0,0,0,1,1,Pending,0,Low
CLM_00977,Home,3927,Platinum,89,46,F,2023-06-03,2023-12-11,7,4.5,1,1,0,1,Pending,0,High
CLM_00978,Life,682,Standard,54,67,M,2023-08-19,2023-12-18,14,0.0,2,1,1,0,Approved,0,Medium
CLM_00979,Auto,1965,Basic,103,55,F,2023-03-18,2023-12-04,17,5.5,1,0,0,0,Approved,0,High
CLM_00980,Auto,1128,Premium,30,71,M,2023-11-16,2023-12-05,5,4.7,2,1,0,1,Under Investigation,0,High
CLM_00981,Property,935,Standard,83,29,F,2023-04-10,2023-12-17,15,4.3,2,0,1,0,Denied,0,Medium
CLM_00982,Health,1714,Standard,50,54,M,2023-12-07,2023-12-06,23,5.4,2,1,1,0,Approved,1,Low
CLM_00983,Health,1126,Platinum,109,70,M,2023-06-12,2023-12-17,21,0.6,2,1,0,1,Approved,0,Medium
CLM_00984,Auto,529,Premium,78,22,M,2023-10-24,2023-12-18,11,7.2,1,0,1,1,Under Investigation,0,Low
CLM_00985,Auto,37606,Standard,5,65,F,2023-01-19,2023-12-05,3,0.6,2,0,1,0,Approved,0,Low
CLM_00986,Property,1355,Standard,88,73,F,2023-05-02,2023-12-07,10,1.9,4,1,1,0,Under Investigation,0,Medium
CLM_00987,Property,1022,Platinum,61,52,F,2023-12-27,2023-12-21,18,0.2,3,0,1,1,Approved,0,High
CLM_00988,Health,2364,Basic,113,45,F,2023-05-26,2023-12-22,13,4.9,1,1,1,0,Denied,0,Critical
CLM_00989,Home,5068,Basic,34,38,M,2023-08-13,2023-12-11,12,7.0,3,1,1,0,Approved,1,Critical
CLM_00990,Travel,7096,Basic,56,52,M,2023-03-26,2023-12-16,10,0.9,1,0,1,0,Pending,0,Low
CLM_00991,Auto,5010,Standard,24,64,F,2023-05-24,2023-12-28,7,0.2,1,0,1,0,Approved,0,High
CLM_00992,Health,1144,Standard,68,33,F,2023-11-05,2023-12-24,3,2.8,1,1,1,1,Approved,0,Critical
CLM_00993,Travel,1037,Basic,85,44,M,2023-09-08,2023-12-18,8,1.5,2,0,1,1,Approved,0,Medium
CLM_00994,Auto,1262,Basic,95,42,M,2023-03-19,2023-12-22,18,3.9,0,0,0,0,Pending,0,Medium
CLM_00995,Health,23416,Premium,8,59,M,2023-03-10,2023-12-23,18,3.8,5,0,1,1,Pending,0,Medium
CLM_00996,Life,1087,Platinum,93,28,M,2023-12-13,2023-12-05,23,0.9,2,1,1,1,Denied,0,Medium
CLM_00997,Life,1448,Standard,58,82,F,2023-11-04,2023-12-03,6,3.6,0,1,0,1,Denied,0,High
CLM_00998,Life,4450,Premium,8,46,M,2023-02-04,2023-12-29,7,0.2,1,1,1,1,Pending,0,High
CLM_00999,Property,1501,Premium,27,62,M,2023-09-10,2023-12-15,3,2.8,5,0,1,1,Approved,0,Medium
CLM_01000,Health,12805,Standard,41,46,M,2023-02-28,2023-12-15,20,9.0,6,0,0,0,Pending,0,Low
